@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Invoker","WraithKing","Necrophos","Morphling","Axe",-5,2957,"lose"
"Sven","Mirana","Weaver","Tiny","PhantomAssassin",-30,2007,"lose"
"Slardar","Slark","Gyrocopter","Ursa","Clinkz",30,2007,"win"
"EarthSpirit","Omniknight","ShadowFiend","Pudge","Sven",18,2436,"win"
"Morphling","Rubick","Slardar","Juggernaut","Invoker",-18,2436,"lose"
"DrowRanger","StormSpirit","Slardar","Alchemist","BountyHunter",-31,3091,"lose"
"Riki","Invoker","DragonKnight","SpiritBreaker","Bloodseeker",31,3091,"win"
"StormSpirit","Windranger","Silencer","Huskar","Medusa",-12,3306,"win"
"FacelessVoid","Mirana","Invoker","Batrider","Techies",12,3306,"lose"
"PhantomAssassin","LoneDruid","Venomancer","SkywrathMage","Mirana",-1,285,"lose"
"Axe","Magnus","Slark","Sniper","Medusa",1,305,"lose"
"Riki","LegionCommander","Clinkz","PhantomLancer","WraithKing",-16,2815,"lose"
"Windranger","EmberSpirit","PhantomAssassin","Tusk","Lifestealer",16,2815,"win"
"Morphling","Kunkka","EarthSpirit","Razor","Timbersaw",-27,2081,"lose"
"ShadowFiend","LegionCommander","DragonKnight","Doom","CentaurWarrunner",27,2081,"win"
"Leshrac","SpiritBreaker","BountyHunter","Juggernaut","PhantomAssassin",-22,2271,"lose"
"WraithKing","Necrophos","NyxAssassin","TreantProtector","TrollWarlord",22,2271,"win"
"PhantomLancer","Lion","Luna","Juggernaut","Earthshaker",10,2567,"win"
"Bloodseeker","Lifestealer","FacelessVoid","Zeus","Silencer",27,2955,"win"
"Lion","TrollWarlord","Invoker","Medusa","LegionCommander",-27,2955,"lose"
"Silencer","WraithKing","SandKing","ShadowFiend","DarkSeer",4,3181,"win"
"Invoker","Jakiro","Razor","Slark","LegionCommander",-4,3181,"lose"
"DrowRanger","Slardar","StormSpirit","Juggernaut","SandKing",-6,3542,"lose"
"Medusa","PhantomAssassin","Tinker","LegionCommander","CrystalMaiden",6,3542,"win"
"Rubick","Clockwerk","ShadowFiend","Juggernaut","Clinkz",-30,2660,"lose"
"Abaddon","ArcWarden","Magnus","Oracle","Pudge",30,2660,"win"
"Luna","PhantomAssassin","ShadowFiend","Anti-Mage","Sniper",-3,2844,"win"
"Juggernaut","PhantomAssassin","Slark","Ursa","Undying",-28,2066,"lose"
"Axe","EmberSpirit","Phoenix","Sniper","ChaosKnight",28,2066,"win"
"PhantomAssassin","Lion","DeathProphet","Invoker","Juggernaut",-13,3433,"lose"
"Warlock","SpiritBreaker","Alchemist","Bane","Axe",13,3433,"win"
"Enigma","Jakiro","Lion","Lina","Omniknight",-3,2489,"win"
"Bloodseeker","Invoker","SpiritBreaker","Riki","WraithKing",3,2489,"lose"
"Axe","OgreMagi","BountyHunter","PhantomLancer","Phoenix",6,3465,"win"
"Riki","Pudge","Bloodseeker","Earthshaker","CrystalMaiden",-6,3465,"lose"
"Invoker","Bristleback","Riki","Sven","Lina",24,1607,"win"
"Meepo","Slardar","SandKing","OgreMagi","PhantomAssassin",-24,1607,"lose"
"Axe","TemplarAssassin","SkywrathMage","Slark","Lich",23,2900,"win"
"Luna","Batrider","Pudge","Invoker","DrowRanger",-23,2900,"lose"
"Earthshaker","ChaosKnight","Pudge","Lich","SpiritBreaker",46,1854,"win"
"Earthshaker","Alchemist","Pudge","LegionCommander","Juggernaut",-12,3006,"lose"
"Razor","Bloodseeker","WitchDoctor","WraithKing","Juggernaut",23,2003,"win"
"Lycan","Lifestealer","TrollWarlord","Riki","Venomancer",27,2638,"win"
"Silencer","Huskar","Luna","Omniknight","Magnus",5,1358,"win"
"Juggernaut","Mirana","TreantProtector","Slark","LegionCommander",-5,1358,"lose"
"Huskar","Phoenix","Razor","Doom","Windranger",-31,2252,"lose"
"Axe","Invoker","Mirana","Necrophos","LegionCommander",31,2252,"win"
"WraithKing","FacelessVoid","Luna","Earthshaker","Invoker",23,2554,"win"
"Lifestealer","Windranger","Pudge","WitchDoctor","Sven",-23,2554,"lose"
"SandKing","Bloodseeker","CrystalMaiden","FacelessVoid","Luna",23,2624,"win"
"Lifestealer","Omniknight","Lich","FacelessVoid","Riki",-18,3438,"lose"
"Lina","Huskar","DrowRanger","StormSpirit","SandKing",23,2155,"win"
"Axe","Anti-Mage","Gyrocopter","ShadowDemon","ElderTitan",-23,2155,"lose"
"Mirana","Axe","Kunkka","QueenofPain","Timbersaw",-25,2243,"lose"
"Lion","Tidehunter","ShadowFiend","DrowRanger","VengefulSpirit",25,2243,"win"
"Tusk","Tiny","Necrophos","PhantomAssassin","Chen",18,1076,"win"
"Omniknight","Alchemist","Slardar","Bloodseeker","Tiny",-11,2246,"lose"
"SandKing","VengefulSpirit","Slark","Juggernaut","ShadowDemon",11,2246,"win"
"Medusa","NightStalker","LegionCommander","Mirana","Sniper",-16,2152,"lose"
"Slark","Anti-Mage","StormSpirit","Timbersaw","CentaurWarrunner",16,2152,"win"
"Lion","Sven","Slardar","Timbersaw","KeeperoftheLight",23,2461,"win"
"Juggernaut","Mirana","Jakiro","Leshrac","PhantomAssassin",-23,2461,"lose"
"PhantomAssassin","Enigma","Axe","Spectre","Tidehunter",25,2371,"win"
"Bristleback","Clinkz","Sniper","Razor","Slark",-25,2371,"lose"
"Juggernaut","Weaver","Puck","Silencer","LegionCommander",11,2526,"win"
"ShadowFiend","FacelessVoid","Oracle","Tiny","Morphling",-11,2526,"lose"
"WitchDoctor","DrowRanger","Invoker","Pudge","Morphling",-64,1891,"lose"
"DragonKnight","SandKing","PhantomAssassin","Kunkka","Tiny",64,1891,"win"
"Zeus","ArcWarden","Juggernaut","Riki","Necrophos",37,1980,"win"
"BountyHunter","Dazzle","Anti-Mage","LegionCommander","StormSpirit",-37,1980,"lose"
"Lion","Invoker","FacelessVoid","Lich","Slark",16,2675,"win"
"Anti-Mage","Dazzle","Omniknight","Tiny","Timbersaw",-16,2675,"lose"
"BountyHunter","Gyrocopter","Omniknight","LegionCommander","Ursa",28,2086,"win"
"Tinker","Oracle","FacelessVoid","DeathProphet","WraithKing",-28,2086,"lose"
"Anti-Mage","Riki","DragonKnight","TrollWarlord","Techies",-12,2115,"lose"
"Earthshaker","Ursa","LegionCommander","Enchantress","Sniper",12,2115,"win"
"BountyHunter","PhantomAssassin","Zeus","ShadowFiend","Pudge",22,1413,"win"
"LegionCommander","Ursa","Alchemist","QueenofPain","Sven",15,1992,"win"
"Disruptor","Bloodseeker","PhantomAssassin","ChaosKnight","Pudge",-15,1992,"lose"
"WitchDoctor","FacelessVoid","Sven","Mirana","DrowRanger",-1,2478,"lose"
"CrystalMaiden","VengefulSpirit","WraithKing","Juggernaut","Invoker",1,2478,"win"
"Huskar","Kunkka","Weaver","Viper","Juggernaut",-1,3195,"lose"
"Anti-Mage","Timbersaw","Oracle","Clockwerk","CrystalMaiden",-31,2288,"lose"
"Viper","WraithKing","Morphling","SandKing","ShadowShaman",31,2288,"win"
"Tinker","Lina","Kunkka","Slark","Mirana",-10,2129,"lose"
"StormSpirit","Anti-Mage","Lion","Timbersaw","Oracle",10,2129,"win"
"Viper","ShadowShaman","Bristleback","QueenofPain","Juggernaut",-4,2436,"lose"
"PhantomAssassin","Invoker","Omniknight","KeeperoftheLight","Medusa",4,2436,"win"
"Abaddon","Windranger","DrowRanger","LegionCommander","ShadowShaman",18,2644,"win"
"Undying","Bloodseeker","Ursa","Lifestealer","WraithKing",-18,2644,"lose"
"FacelessVoid","OgreMagi","Razor","Pudge","DrowRanger",16,1966,"win"
"Slark","VengefulSpirit","Mirana","Tinker","Omniknight",-16,1966,"lose"
"Phoenix","BountyHunter","ShadowFiend","LegionCommander","Juggernaut",-16,2078,"lose"
"FacelessVoid","PhantomAssassin","Riki","Lifestealer","DrowRanger",16,2078,"win"
"DrowRanger","OutworldDevourer","TreantProtector","TrollWarlord","Timbersaw",22,1977,"win"
"Pudge","Sniper","Slark","PhantomLancer","Mirana",-22,1977,"lose"
"Juggernaut","Sniper","Lich","Lion","Slark",-4,3013,"win"
"Slardar","Pudge","Silencer","Mirana","Sven",4,3013,"lose"
"Warlock","SpiritBreaker","Sniper","Juggernaut","PhantomAssassin",22,1761,"win"
"Invoker","Slark","LegionCommander","Silencer","Zeus",-6,2566,"lose"
"PhantomAssassin","FacelessVoid","Pudge","ArcWarden","StormSpirit",6,2566,"win"
"Medusa","Huskar","LegionCommander","Clockwerk","TrollWarlord",-29,2636,"lose"
"Invoker","Bristleback","Sniper","Riki","Juggernaut",29,2636,"win"
"Slark","LegionCommander","SpiritBreaker","Windranger","KeeperoftheLight",11,3005,"win"
"Mirana","BountyHunter","ShadowFiend","Dazzle","PhantomAssassin",-11,3005,"lose"
"Pudge","FacelessVoid","EmberSpirit","Lina","AncientApparition",33,2440,"win"
"Spectre","Lion","Nature'sProphet","Invoker","SandKing",-33,2440,"lose"
"Sniper","Alchemist","TrollWarlord","Pudge","CrystalMaiden",-27,1749,"lose"
"Earthshaker","Axe","ChaosKnight","Necrophos","Viper",27,1749,"win"
"Riki","Rubick","Lifestealer","FacelessVoid","Anti-Mage",20,2018,"win"
"SpiritBreaker","EmberSpirit","WraithKing","ArcWarden","Juggernaut",-20,2018,"lose"
"Kunkka","FacelessVoid","Windranger","Doom","Juggernaut",-20,2687,"lose"
"Zeus","CrystalMaiden","Sniper","DrowRanger","Axe",20,2687,"win"
"Chen","Windranger","ArcWarden","SkywrathMage","DrowRanger",19,2233,"win"
"Batrider","QueenofPain","BountyHunter","Slark","AncientApparition",-19,2233,"lose"
"Sniper","Axe","Juggernaut","Earthshaker","Lycan",20,2988,"win"
"Spectre","Techies","Necrophos","TreantProtector","Bloodseeker",9,2594,"win"
"Invoker","Lifestealer","ShadowShaman","LegionCommander","DragonKnight",-3,495,"lose"
"Riki","DrowRanger","Enigma","Slark","Mirana",22,2092,"win"
"Sven","CrystalMaiden","BountyHunter","Sniper","Anti-Mage",-22,2092,"lose"
"DrowRanger","VengefulSpirit","NightStalker","OgreMagi","Pudge",37,1934,"win"
"KeeperoftheLight","Windranger","Slark","Morphling","Invoker",-37,1934,"lose"
"Slark","Windranger","Dazzle","PhantomAssassin","Kunkka",11,2941,"win"
"ShadowFiend","Nature'sProphet","Jakiro","Pudge","Pugna",-11,2941,"lose"
"Omniknight","Phoenix","Spectre","LegionCommander","Tinker",20,1927,"win"
"Terrorblade","PhantomAssassin","Lion","EarthSpirit","Timbersaw",-20,1927,"lose"
"Jakiro","Mirana","Lifestealer","Earthshaker","Timbersaw",-18,3097,"lose"
"QueenofPain","Omniknight","PhantomAssassin","SkywrathMage","Nature'sProphet",18,3097,"win"
"Clockwerk","Venomancer","PhantomAssassin","Omniknight","Invoker",-20,2267,"lose"
"DrowRanger","TemplarAssassin","Timbersaw","Lich","StormSpirit",20,2267,"win"
"Leshrac","DragonKnight","Juggernaut","Pudge","Weaver",-12,2229,"lose"
"Abaddon","Necrophos","Windranger","Alchemist","Venomancer",12,2229,"win"
"Medusa","Dazzle","Pudge","Sniper","OgreMagi",-15,2217,"lose"
"DrowRanger","Alchemist","Mirana","Rubick","PhantomAssassin",15,2217,"win"
"CentaurWarrunner","ShadowFiend","Dazzle","Sven","Sniper",-10,1181,"lose"
"Nature'sProphet","Timbersaw","Sniper","StormSpirit","PhantomAssassin",-21,2739,"lose"
"Lifestealer","Lion","SandKing","Slark","Tinker",21,2739,"win"
"Tinker","Slardar","Bristleback","WitchDoctor","Luna",-29,1920,"lose"
"Omniknight","Pudge","Riki","Tiny","LegionCommander",29,1920,"win"
"WraithKing","Invoker","Doom","Lifestealer","Mirana",-26,1557,"lose"
"SpiritBreaker","Riki","Timbersaw","FacelessVoid","Tinker",26,1557,"win"
"Lifestealer","Pudge","Tinker","QueenofPain","Mirana",19,2093,"win"
"ShadowFiend","Lifestealer","PhantomAssassin","ChaosKnight","Bloodseeker",9,1870,"win"
"Pudge","WraithKing","WitchDoctor","Sven","FacelessVoid",-9,1870,"lose"
"Lifestealer","Invoker","Alchemist","LegionCommander","PhantomAssassin",16,1643,"win"
"Timbersaw","Silencer","Anti-Mage","Lion","Mirana",-6,3002,"lose"
"FacelessVoid","SandKing","Bane","Sven","Magnus",6,3002,"win"
"Anti-Mage","LegionCommander","Io","BountyHunter","Lion",-30,2193,"lose"
"Axe","Luna","PhantomAssassin","Dazzle","Riki",30,2193,"win"
"Lion","NyxAssassin","OgreMagi","Windranger","Weaver",-4,2468,"lose"
"Morphling","Sniper","Earthshaker","Spectre","KeeperoftheLight",4,2468,"win"
"FacelessVoid","Rubick","TemplarAssassin","Axe","Ursa",25,2277,"win"
"Zeus","SkywrathMage","Viper","Ursa","WitchDoctor",12,3594,"win"
"NightStalker","DrowRanger","PhantomAssassin","Lion","Huskar",-12,3594,"lose"
"Axe","VengefulSpirit","DrowRanger","Lich","Puck",20,2542,"win"
"Viper","Invoker","Pudge","Tinker","TrollWarlord",-20,2542,"lose"
"Alchemist","DarkSeer","Slardar","TemplarAssassin","ShadowDemon",19,2426,"win"
"Sniper","Abaddon","OgreMagi","Lifestealer","Anti-Mage",-19,2426,"lose"
"Invoker","Slardar","Spectre","NyxAssassin","Axe",-33,2231,"lose"
"Lion","Phoenix","Slark","Terrorblade","Riki",33,2231,"win"
"Invoker","Beastmaster","OgreMagi","Windranger","Ursa",-12,2583,"lose"
"Riki","Magnus","Pudge","PhantomAssassin","Slardar",12,2583,"win"
"Clinkz","Riki","Juggernaut","TrollWarlord","Lina",-13,3056,"lose"
"Bloodseeker","Luna","Viper","Venomancer","Undying",13,3056,"win"
"Lich","CrystalMaiden","Timbersaw","StormSpirit","Morphling",32,1589,"win"
"WitchDoctor","Mirana","Ursa","Pudge","Slark",-32,1589,"lose"
"Mirana","Ursa","Lifestealer","Timbersaw","WitchDoctor",17,1997,"win"
"DrowRanger","VengefulSpirit","Spectre","Invoker","Nature'sProphet",-17,1997,"lose"
"Bloodseeker","Earthshaker","Sniper","Lifestealer","Anti-Mage",7,2693,"win"
"Mirana","Pudge","FacelessVoid","Silencer","PhantomLancer",-7,2693,"lose"
"Anti-Mage","Huskar","Venomancer","OutworldDevourer","TrollWarlord",-3,2398,"win"
"Mirana","PhantomAssassin","Invoker","Riki","ShadowFiend",3,2966,"lose"
"Lion","Alchemist","CrystalMaiden","Sven","Kunkka",-3,2966,"win"
"LegionCommander","Oracle","WitchDoctor","Invoker","Windranger",17,2136,"win"
"Clinkz","ShadowFiend","Juggernaut","OgreMagi","CrystalMaiden",-17,2136,"lose"
"Huskar","BountyHunter","Meepo","Earthshaker","Oracle",-18,2937,"lose"
"Kunkka","Venomancer","Tidehunter","Slark","Clinkz",18,2937,"win"
"BountyHunter","QueenofPain","Beastmaster","Terrorblade","Luna",-24,1808,"lose"
"OgreMagi","DrowRanger","Necrophos","Clinkz","Sniper",24,1808,"win"
"Pudge","Sven","Bloodseeker","DragonKnight","DrowRanger",-14,2371,"lose"
"TemplarAssassin","Huskar","SandKing","PhantomAssassin","WraithKing",14,2371,"win"
"Razor","Huskar","Sniper","Phoenix","Lion",-9,2675,"lose"
"Nature'sProphet","ArcWarden","Enigma","Riki","Slark",-42,1946,"lose"
"BountyHunter","SpiritBreaker","Pudge","Lifestealer","Omniknight",42,1946,"win"
"PhantomLancer","Sniper","PhantomAssassin","Earthshaker","Puck",-10,2540,"lose"
"NightStalker","OutworldDevourer","Timbersaw","Doom","CrystalMaiden",10,2540,"win"
"StormSpirit","Lifestealer","OgreMagi","SandKing","Sven",24,2739,"win"
"Juggernaut","Pudge","Meepo","Lion","Venomancer",-24,2739,"lose"
"NightStalker","Mirana","Undying","NyxAssassin","Pudge",31,1826,"win"
"Viper","Earthshaker","WraithKing","Bristleback","Mirana",-18,2834,"lose"
"Pudge","Enigma","Necrophos","Juggernaut","Lion",18,2834,"win"
"SandKing","Medusa","Pudge","StormSpirit","FacelessVoid",20,2604,"win"
"Windranger","Juggernaut","Zeus","Undying","Riki",-20,2604,"lose"
"Tinker","Tidehunter","WitchDoctor","Nature'sProphet","EmberSpirit",-19,2517,"lose"
"Sniper","FacelessVoid","DrowRanger","VengefulSpirit","Puck",19,2517,"win"
"PhantomAssassin","Bloodseeker","Lion","DrowRanger","NagaSiren",26,3075,"win"
"Windranger","Morphling","Lion","Timbersaw","Omniknight",-34,2444,"lose"
"Rubick","Mirana","Slark","Riki","Pudge",34,2444,"win"
"SandKing","PhantomAssassin","Razor","Phoenix","Tidehunter",15,3423,"win"
"Sven","Nature'sProphet","Broodmother","NagaSiren","Lion",-15,3423,"lose"
"Sniper","DrowRanger","PhantomAssassin","Luna","Ursa",-34,2197,"lose"
"Lifestealer","VengefulSpirit","CentaurWarrunner","PhantomAssassin","Tiny",-29,2394,"lose"
"Slark","Venomancer","Zeus","FacelessVoid","Pudge",29,2394,"win"
"Zeus","Tusk","EarthSpirit","Pudge","Anti-Mage",-14,2113,"lose"
"FacelessVoid","Juggernaut","Windranger","Venomancer","Silencer",14,2113,"win"
"ChaosKnight","Pudge","WinterWyvern","Bane","Luna",-24,2495,"lose"
"Alchemist","TrollWarlord","Bloodseeker","Lina","OutworldDevourer",24,2495,"win"
"ShadowShaman","Windranger","LegionCommander","Ursa","Sniper",16,3401,"win"
"Axe","SkywrathMage","EarthSpirit","Anti-Mage","SandKing",-16,3401,"lose"
"TrollWarlord","Enigma","Axe","Riki","ShadowFiend",31,2100,"win"
"Pugna","Timbersaw","DrowRanger","Lifestealer","Tinker",-31,2100,"lose"
"Riki","SpiritBreaker","Huskar","Lion","Lifestealer",-14,2855,"lose"
"DrowRanger","Alchemist","Tiny","Axe","Zeus",14,2855,"win"
"Bloodseeker","Tinker","Pudge","Terrorblade","Sniper",-5,3438,"lose"
"BountyHunter","TrollWarlord","Mirana","OutworldDevourer","PhantomAssassin",5,3438,"win"
"Kunkka","Windranger","CrystalMaiden","ShadowShaman","PhantomAssassin",31,3030,"win"
"Razor","ElderTitan","Warlock","EmberSpirit","KeeperoftheLight",-31,3030,"lose"
"Invoker","Sven","Pudge","Mirana","WraithKing",-8,2956,"lose"
"EarthSpirit","Lifestealer","Tidehunter","Juggernaut","Kunkka",8,2956,"win"
"PhantomAssassin","Omniknight","Enchantress","Nature'sProphet","Invoker",3,2239,"win"
"OgreMagi","WraithKing","Necrophos","PhantomLancer","Alchemist",2,3298,"lose"
"LegionCommander","PhantomAssassin","Dazzle","Huskar","ShadowFiend",-2,3298,"win"
"Sven","Medusa","Windranger","Lion","Lina",-12,2736,"win"
"Magnus","Ursa","Anti-Mage","FacelessVoid","CrystalMaiden",12,2736,"lose"
"Rubick","Huskar","Mirana","FacelessVoid","Invoker",-22,3179,"lose"
"Lion","Bristleback","Tinker","Dazzle","Timbersaw",22,3179,"win"
"Lion","Juggernaut","Anti-Mage","ShadowShaman","LegionCommander",-49,2885,"lose"
"Lifestealer","SpiritBreaker","Kunkka","CrystalMaiden","BountyHunter",49,2885,"win"
"LegionCommander","SkywrathMage","Bloodseeker","Lifestealer","Invoker",-10,3043,"lose"
"PhantomAssassin","OgreMagi","Clinkz","Riki","SandKing",-5,3425,"lose"
"SpiritBreaker","Timbersaw","Zeus","Anti-Mage","StormSpirit",5,3425,"win"
"Juggernaut","Dazzle","Invoker","Terrorblade","EarthSpirit",11,2252,"win"
"Broodmother","Axe","Sniper","OgreMagi","Anti-Mage",-8,3180,"win"
"Oracle","Juggernaut","LegionCommander","Tidehunter","Lifestealer",8,3180,"lose"
"TemplarAssassin","WraithKing","Slark","ShadowShaman","Lina",29,1935,"win"
"TrollWarlord","Invoker","LegionCommander","Tiny","Riki",-29,1935,"lose"
"FacelessVoid","DeathProphet","Windranger","Viper","Venomancer",-13,4240,"lose"
"Nature'sProphet","Slark","SandKing","Axe","Kunkka",0,60,"lose"
"Invoker","BountyHunter","Slark","Tusk","Weaver",-25,2186,"lose"
"Pudge","Lifestealer","Riki","Windranger","TrollWarlord",25,2186,"win"
"Lifestealer","DrowRanger","KeeperoftheLight","Gyrocopter","Pudge",2,1429,"win"
"Tidehunter","Brewmaster","Juggernaut","Razor","BountyHunter",-13,2185,"lose"
"Pudge","CrystalMaiden","Earthshaker","Mirana","Tiny",13,2185,"win"
"Axe","NyxAssassin","Lion","SpiritBreaker","Tusk",24,3327,"win"
"ShadowShaman","Lina","Kunkka","Necrophos","Beastmaster",-24,3327,"lose"
"Mirana","Slark","OgreMagi","Zeus","Riki",13,2532,"win"
"Mirana","ShadowFiend","Slardar","Undying","Rubick",19,2178,"win"
